source_model	table	field	ordinal	description_cn
CoA_Chongqin_2015	SYS_MIDDLEFLOOR_MATERIAL	STRUCT_ID	1	STRUCT_ID
CoA_Chongqin_2015	SYS_MIDDLEFLOOR_MATERIAL	LAYER_NO	2	LAYER_NO
CoA_Chongqin_2015	SYS_MIDDLEFLOOR_MATERIAL	MATERIAL_ID	3	MATERIAL_ID
CoA_Chongqin_2015	SYS_MIDDLEFLOOR_MATERIAL	LENGTH	4	LENGTH
CoA_Chongqin_2015	SYS_MIDDLEFLOOR_MATERIAL	ANOTATION	5	ANOTATION
CoA_Chongqin_2015	SYS_OPTION	OPTION_ID	1	编号
CoA_Chongqin_2015	SYS_OPTION	KEYWORD	2	关键词
CoA_Chongqin_2015	SYS_OPTION	EXPLAIN	3	解释
CoA_Chongqin_2015	SYS_OPTION	TYPE	4	1: BOOL 型， 2： 整型， 3：实型， 4：字符串
CoA_Chongqin_2015	SYS_OPTION	OPTION_STRING	5	用sscanf 读这个串可以可到对应值
CoA_Chongqin_2015	SYS_OUTWALL	STRUCT_ID	1	STRUCT_ID
CoA_Chongqin_2015	SYS_OUTWALL	GROUP_ID	2	GROUP_ID
CoA_Chongqin_2015	SYS_OUTWALL	NAME	3	NAME
CoA_Chongqin_2015	SYS_OUTWALL	CNAME	4	CNAME
CoA_Chongqin_2015	SYS_OUTWALL	RESI	5	导热热阻(m^2.K/W)
CoA_Chongqin_2015	SYS_OUTWALL	D	6	热惰性指标
CoA_Chongqin_2015	SYS_OUTWALL	SPFLAG	7	SPFLAG
CoA_Chongqin_2015	SYS_OUTWALL	FLAG	8	FLAG
CoA_Chongqin_2015	SYS_OUTWALL	ERASEFLAG	9	ERASEFLAG
CoA_Chongqin_2015	SYS_OUTWALL	ANOTATION	10	ANOTATION
CoA_Chongqin_2015	SYS_OUTWALL_MATERIAL	STRUCT_ID	1	STRUCT_ID
CoA_Chongqin_2015	SYS_OUTWALL_MATERIAL	LAYER_NO	2	LAYER_NO
CoA_Chongqin_2015	SYS_OUTWALL_MATERIAL	MATERIAL_ID	3	MATERIAL_ID
CoA_Chongqin_2015	SYS_OUTWALL_MATERIAL	LENGTH	4	LENGTH
CoA_Chongqin_2015	SYS_OUTWALL_MATERIAL	ANOTATION	5	ANOTATION
CoA_Chongqin_2015	SYS_ROOF	STRUCT_ID	1	STRUCT_ID
CoA_Chongqin_2015	SYS_ROOF	GROUP_ID	2	GROUP_ID
CoA_Chongqin_2015	SYS_ROOF	NAME	3	NAME
CoA_Chongqin_2015	SYS_ROOF	CNAME	4	CNAME
CoA_Chongqin_2015	SYS_ROOF	RESI	5	RESI
CoA_Chongqin_2015	SYS_ROOF	D	6	D
CoA_Chongqin_2015	SYS_ROOF	SPFLAG	7	SPFLAG
CoA_Chongqin_2015	SYS_ROOF	FLAG	8	FLAG
CoA_Chongqin_2015	SYS_ROOF	ERASEFLAG	9	ERASEFLAG
CoA_Chongqin_2015	SYS_ROOF	ANOTATION	10	ANOTATION
CoA_Chongqin_2015	SYS_ROOF_MATERIAL	STRUCT_ID	1	STRUCT_ID
CoA_Chongqin_2015	SYS_ROOF_MATERIAL	LAYER_NO	2	LAYER_NO
CoA_Chongqin_2015	SYS_ROOF_MATERIAL	MATERIAL_ID	3	MATERIAL_ID
CoA_Chongqin_2015	SYS_ROOF_MATERIAL	LENGTH	4	LENGTH
CoA_Chongqin_2015	SYS_ROOF_MATERIAL	ANOTATION	5	ANOTATION
CoA_Chongqin_2015	SYS_SHADING	SHIELD_ID	1	SHIELD_ID
CoA_Chongqin_2015	SYS_SHADING	GROUP_ID	2	GROUP_ID
CoA_Chongqin_2015	SYS_SHADING	NAME	3	NAME
CoA_Chongqin_2015	SYS_SHADING	CNAME	4	CNAME
CoA_Chongqin_2015	SYS_SHADING	A	5	几何参数WIDTH
CoA_Chongqin_2015	SYS_SHADING	B	6	几何参数 LEFT WIDTH
CoA_Chongqin_2015	SYS_SHADING	C	7	几何参数 RIGHT WIDTH
CoA_Chongqin_2015	SYS_SHADING	D	8	几何参数 HEIGHT
CoA_Chongqin_2015	SYS_SHADING	E	9	几何参数 DIFFERENCE
CoA_Chongqin_2015	SYS_SHADING	F	10	几何参数 LEFT DIFFERENCE
CoA_Chongqin_2015	SYS_SHADING	G	11	几何参数 RIGHT DIFFERENCE
CoA_Chongqin_2015	SYS_SHADING	H1	12	几何参数 LEFT HEIGHT
CoA_Chongqin_2015	SYS_SHADING	H2	13	几何参数 RIGHT HEIGHT
CoA_Chongqin_2015	SYS_SHADING	ANOTATION	14	ANOTATION
CoA_Chongqin_2015	SYS_WINDOW	WINDOW_ID	1	WINDOW_ID
CoA_Chongqin_2015	SYS_WINDOW	GROUP_ID	2	GROUP_ID
CoA_Chongqin_2015	SYS_WINDOW	NAME	3	NAME
CoA_Chongqin_2015	SYS_WINDOW	CNAME	4	CNAME
CoA_Chongqin_2015	SYS_WINDOW	HEAT_RESISTENCE	5	HEAT_RESISTENCE
CoA_Chongqin_2015	SYS_WINDOW	GLASS_NET_RATIO	6	GLASS_NET_RATIO
CoA_Chongqin_2015	SYS_WINDOW	REFLECT_CO	7	REFLECT_CO
CoA_Chongqin_2015	SYS_WINDOW	FLAG	8	FLAG
CoA_Chongqin_2015	SYS_WINDOW	SPFLAG	9	SPFLAG
CoA_Chongqin_2015	SYS_WINDOW	ERASEFLAG	10	ERASEFLAG
CoA_Chongqin_2015	SYS_WINDOW	ANOTATION	11	ANOTATION
